"Date","Title","Content","qwen_lora2_情绪提取"
"2019-10-16 20:32:02","方正证券委员会委员吴姚东辞职 年薪为351.5万元","10月16日，方正证券股份有限公司(601901)董事会于2019年10月15日收到高级管理人员吴姚东的书面辞职报告。因个人原因，吴姚东申请辞去公司执行委员会委员、副总裁职务，并将不再担任公司其他任何职务。吴姚东任执行委员会委员，最新一期披露的年薪为351.5万元。最新财报显示，方正证券股份有限公司2019年上半年营业总收入为35.88亿，同比增长55.17%；归属净利润为7.63亿，同比增长270.9%。方正证券股份有限公司(以下简称“方正证券”或“公司”)是中国首批综合类证券公司，上海证券交易所、深圳证券交易所首批会员，于2010年改制为股份有限公司，并于2011年在上海证券交易所上市(股票代码：601901)。根据南都大数据库信息显示：吴姚东，1969年1月出生，博士。2001年8月至2004年5月任国通证券(香港)有限公司研究部研究员；2004年5月至2008年5月历任招商证券股份有限公司武汉营业部总经理、国际业务部董事总经理，2008年5月至2013年4月任招商证券股份有限公司总裁助理、总裁办公室董事总经理；2013年4月至2015年5月任博时基金管理有限公司总裁；2015年5月至7月任招商证券股份有限公司总裁助理；2015年7月至今任公司副总裁，2015年10月至今任公司执行委员会委员，2015年10月至2018年7月兼任方正证券资产管理分公司总经理，2018年4月至今兼任公司国际业务部行政负责人；2016年10月至今任方正香港金控董事；2017年3月至今任中国民族证券副总裁。","该文本情感是中性的。"
"2019-10-16 18:36:59","方正证券副总裁吴姚东辞职","方正证券(601901.SH)今日发布关于高级管理人员辞职的公告。公告称，公司执行委员会委员、副总裁吴姚东辞职。根据公告，公司董事会于2019年10月15日收到高级管理人员吴姚东的书面辞职报告。因个人原因，吴姚东申请辞去公司执行委员会委员、副总裁职务，并将不再担任公司其他任何职务。吴姚东的辞职报告自送达董事会之日起生效。据中国经济网上市公司人事库资料显示，吴姚东，1969年1月出生，博士。2001年8月至2004年5月任国通证券(香港)有限公司研究部研究员；2004年5月至2008年5月历任招商证券股份有限公司武汉营业部总经理、国际业务部董事总经理，2008年5月至2013年4月任招商证券股份有限公司总裁助理、总裁办公室董事总经理；2013年4月至2015年5月任博时基金管理有限公司总裁；2015年5月至7月任招商证券股份有限公司总裁助理；2015年7月至今任公司副总裁，2015年10月至今任公司执行委员会委员，2015年10月至2018年7月兼任方正证券资产管理分公司总经理，2018年4月至今兼任公司国际业务部行政负责人；2016年10月至今任方正香港金控董事；2017年3月至今任中国民族证券副总裁。","情感倾向是中性。"
"2019-10-14 17:31:04","方正证券：母公司9月份净利润1.42亿元","方正证券(601901)10月14日晚间公告，方正证券母公司9月份净利润为1.42亿元，8月份净利润为7995.16万元。","该文本情感是积极的。"
"2019-09-21 04:49:15","方正证券股份有限公司第三届监事会第十八次会议决议公告","证券代码：601901 证券简称：方正证券公告编号：2019-083方正证券股份有限公司第三届监事会第十八次会议决议公告本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2019年9月19日，方正证券股份有限公司(以下简称“公司”)在北京市海淀区苏家坨镇车耳营村97号观舍西山会议室召开了第三届监事会第十八次会议。本次会议的通知和会议资料于2019年9月12日以电子邮件方式发出。本次会议由监事会主席雍苹女士召集和主持，应出席监事3名，实际出席监事2名，曾毅先生已被暂停监事职务未出席会议，董事会秘书列席了会议。本次会议的召集、召开程序符合《公司法》、公司《章程》的有关规定。经审议，本次会议形成如下决议：审议通过了《关于公开征集第四届监事会监事候选人(非职工代表监事)的议案》为公平对待全体股东，监事会同意通过公告方式向全体股东公开征集第四届监事会2名监事候选人(非职工代表监事)。具体内容详见与本公告同日刊登在《中国证券报》《上海证券报》《证券时报》《证券日报》和上海证券交易所网站(http://www.se.com.cn)上的《关于公开征集第四届监事会监事候选人(非职工代表监事)的公告》。表决结果：赞成2票，反对0票，弃权0票。特此公告。方正证券股份有限公司监事会2019年9月21日","以上文本情感是中性的。"
"2019-09-20 05:34:16","方正证券股份有限公司关于全资子公司民族证券完成减少业务范围工商变更登记的公告","证券代码：601901 证券简称：方正证券公告编号：2019-081方正证券股份有限公司关于全资子公司民族证券完成减少业务范围工商变更登记的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。方正证券股份有限公司(简称“公司”或“方正证券”)于2018年10月30日召开的第三届董事会第十九次会议审议通过了对全资子公司中国民族证券有限责任公司(简称“民族证券”)的业务整合方案，同意民族证券作为方正证券的承销保荐子公司，仅保留证券承销与保荐业务，其他各项业务全部转移至方正证券。2019年9月9日，民族证券收到中国证券监督管理委员会北京监管局《关于核准中国民族证券有限责任公司减少证券经纪等业务的批复》(京证监许可[2019]51号)，该批复核准民族证券变更业务范围，减少证券经纪、证券投资咨询、与证券交易、证券投资活动有关的财务顾问、证券自营、证券资产管理、证券投资基金代销、融资融券、代销金融产品业务。详见公司在《中国证券报》《上海证券报》《证券时报》《证券日报》和上海证券交易所网站(http://www.sse.com.cn)发布的相关公告。2019年9月18日，民族证券取得了北京市市场监督管理局换发的《营业执照》，经营范围变更为证券承销与保荐。特此公告。方正证券股份有限公司董事会2019年9月20日","情感倾向是积极。"
"2019-09-17 08:03:24","方正证券：从中长期来看 科技引领的结构性行情逐步演绎","方正证券指出，科技股目前具备三大支撑，一是全球流动性宽松环境有利于科技股行情的演绎，2015年之后这一现象较为明显；二是国内政策鼓励创新，资源逐步向科技领域倾斜，深圳先行示范区指导意见对科技创新有所部署，科创板的超预期表现引导资源逐步向科技领域倾斜；三是业绩逐步体现出相对优势，5G建设带来的产业周期启动，上半年TMT50、沪深300、全部A股、中小板、创业板业绩增速分别为20%、10.83%、6.5%、-3.45%、-21.32%，其中二季度单季度业绩增速分别为19.96%、10.82%、3.89%、-1.99%和-28.58%，只有科技龙头的单季度业绩较一季度有提升。","该文本情感是积极的。"
"2019-09-11 05:29:27","方正证券股份有限公司关于全资子公司民族证券获准减少业务范围的公告","证券代码：601901 证券简称：方正证券公告编号：2019-078方正证券股份有限公司关于全资子公司民族证券获准减少业务范围的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。方正证券股份有限公司(以下简称“公司”或“方正证券”)于2018年10月30日召开的第三届董事会第十九次会议审议通过了对全资子公司中国民族证券有限责任公司(以下简称“民族证券”)的业务整合方案，同意民族证券作为方正证券的承销保荐子公司，仅保留证券承销与保荐业务，其他各项业务全部转移至方正证券。详见公司在《中国证券报》《上海证券报》《证券时报》《证券日报》和上海证券交易所网站(http://www.sse.com.cn)发布的相关公告。2019年9月9日，民族证券收到中国证券监督管理委员会北京监管局《关于核准中国民族证券有限责任公司减少证券经纪等业务的批复》(京证监许可[2019]51号)，该批复核准民族证券变更业务范围，减少证券经纪、证券投资咨询、与证券交易、证券投资活动有关的财务顾问、证券自营、证券资产管理、证券投资基金代销、融资融券、代销金融产品业务。公司将督促民族证券认真落实上述业务了结计划安排和平稳处理现有客户相关事项方案，确保客户合法权益不受损害，妥善安置员工，维护社会稳定，并按照上述批复的要求办理工商变更登记、换领经营证券期货业务许可证等相关事宜。特此公告。方正证券股份有限公司董事会2019年9月11日","情感倾向是中性。"
"2019-08-22 09:59:12","方正证券上半年净利7.6亿 13亿本金踩雷4宗股票质押","8月19日晚间，方正证券(601901.SH)发布了2019年半年度报告。今年上半年，方正证券实现营业收入35.88亿元，同比增长55.17%；实现归属于上市公司股东的净利润7.63亿元，同比增长270.89%；实现归属于上市公司股东的扣除非经常性损益的净利润7.72亿元，同比增长222.52%；经营活动产生的现金流量净额为213.54亿元。半年报发布后，方正证券股价连续两日轻微下跌。截至8月20日收盘，方正证券报6.85元，跌幅0.29%。截至昨日收盘，方正证券报6.79元，跌幅0.88%。对于业绩上涨的原因，方正证券在半年报中表示，2019年上半年，A股在经历了2018年的持续低迷之后，终于迎来了上扬的走势，科创板并试点注册制加速落地、5G呼之欲出、减税降费政策实施等多重利好持续提振投资者对中国资本市场的信心，证券市场回暖带动了券商业绩增长。截至2019年6月末，方正证券的资产总额为1550.98亿元，同比增长4.64%；负债总额为1158.14亿元，同比增长5.71%。2019年上半年，方正证券主营业务分类别情况中，经纪及信用交易业务、资产管理业务、投资银行业务三类业务营业收入较上年同期均有所增长。报告期内，方正证券经纪及信用交易业务收入为27.06亿元，同比增长18.68%，营业利润率同比减少0.37个百分点；自营投资业务收入为6.85亿元；资产管理业务收入为3.33亿元，同比增长60.14%，营业利润率同比减少1.72个百分点；投资银行业务收入为2.72亿元，同比增长72.27%，营业利润率同比增长46.44个百分点；总部及其他业务收入为-4.08亿元。在投资银行业务方面，2019年上半年，方正证券全资子公司中国民族证券有限责任公司(简称“中国民族证券”)完成1单科创板IPO、1单中小板IPO、1单创业板IPO、3单再融资的申报工作，股权承销总规模13.58亿元，债券承销总规模231.46亿元。半年报显示，2019年上半年，方正证券信用减值损失3.28亿元。方正证券表示，信用减值损失主要系本期行情影响以及实施新金融工具准则影响所致。截至2019年6月30日，方正证券应付职工薪酬为7.31亿元，上年末为7.64亿元。2019年上半年，方正证券支付给职工及为职工支付的现金为14.66亿元，上年同期为15.43亿元。半年报显示，中国民族证券、方正和生投资有限责任公司(简称“方正和生投资”)、方正证券投资有限公司(简称“方正证券投资”)、方正证券(香港)金融控股有限公司(简称“方正香港金控”)为方正证券全资子公司。另外，方正证券持有方正中期期货有限公司(简称“方正中期期货”)92.44%股权，持有方正富邦基金管理有限公司(简称“方正富邦基金”)66.70%股权，持有瑞信方正证券有限责任公司(简称“瑞信方正”)66.70%股权。报告期内，方正证券及在合并报表范围内的所有子公司不存在《上海证券交易所股票上市规则》中要求披露的涉案金额超过1000万元并且占公司最近一期经审计净资产绝对值10%以上的重大诉讼、仲裁事项。","情感倾向是积极的。"
"2019-08-21 11:28:37","方正证券上半年营收35.88亿元 净利润同比增2.71倍","8月19日晚间，方正证券发布了2019年半年报。报告期内，公司实现营业收入35.88亿元，同比增长55.17%，归属于上市公司股东的净利润7.63亿元，同比增长270.89%。根据中国证券业协会此前发布的证券公司2019年上半年度经营数据，与去年同期相比，131家证券公司营业收入增长了41.37%，净利润同比增长了102.86%，方正证券营业收入以及净利润增幅均高于行业平均水平。经纪、自营驱动业绩增长半年报显示，上半年方正证券经纪业务实现代理买卖证券业务净收入12.24亿元，市场份额3.10%，份额较上一年增长5.37%；客户总数1071万户，新开客户57万户；累计服务产品签约客户数50万户，实现投顾业务收入1.22亿元，同比增长67.14%。报告期内，方正证券经纪业务实现手续费净收入13.57亿元。方正证券一位高管透露，目前方正证券正逐步推进投顾、产品和服务战略，优化经纪业务收入结构。他表示，在财富管理方面，方正证券正加速高净值客户服务体系建设，为高净值客户提供独具方正证券特色的专业化财富管理服务，目前逐步形成了以“普惠+高净”双轮驱动的财富管理发展模式。在金融科技方面，方正证券自主研发的“小方”APP在7月的易观月活排名中，活跃用户数达到352.5万，在券商APP中排名行业第四。上述高管透露，金融科技作为方正证券的六大战略举措之一，除了提升客户的投资体验、推进员工展业智能化并提升管理效率以外，金融科技建设目前已经覆盖了业务类、管理及IT基础设施。值得一提的是，自营业务是推升方正证券上半年业绩增长的另一个重要因素。截至6月30日，方正证券自营业务实现营业收入6.85亿元；自营场外期权业务新增场外期权交易对手28个，名义本金规模88.45亿元。方正证券自营业务相关负责人称，方正证券目前为66只基金提供流动性服务，基金类型涵盖股票型、货币型、债券型、商品型基金，是为基金提供流动性服务数量最多的券商。据介绍，今年上半年，方正证券的自营权益投资业务通过深化产业链研究与跟踪，构建了量化的仓位管理方案，形成了稳定的策略和盈利模式，而自营固定收益业务坚持“配置+交易”的投资理念，取得了较好的投资收益和套息收入。机构业务升级ING另一方面，方正证券子公司中国民族证券上半年实现营业收入2.04亿元，完成3单IPO、3单再融资的申报工作，股权承销总规模13.58亿元，债券承销总规模231.46亿元。方正证券投行业务相关负责人认为：“这是充分发挥平台战略和协同效应的结果，我们一直致力于为客户提供一揽子资本市场解决方案。”此外，根据解决同业竞争相关要求，方正证券的新三板推荐业务已全部转移至中国民族证券，今年上半年共完成新三板推荐挂牌项目3家，完成企业定增1次。","该文本情感是积极的。"
"2019-08-20 14:34:32","方正证券上半年营收35.88亿元 净利润同比增长2.71倍","8月19日晚间，方正证券发布了2019年半年报。报告期内，公司实现营业收入35.88亿元，同比增长55.17%，归属于上市公司股东的净利润7.63亿元，同比增长270.89%。根据中国证券业协会此前发布的证券公司2019年上半年度经营数据，与去年同期相比，131家证券公司营业收入增长了41.37%，净利润同比增长了102.86%，方正证券营业收入以及净利润增幅均高于行业平均水平。经纪、自营驱动业绩增长半年报显示，上半年方正证券经纪业务实现代理买卖证券业务净收入12.24亿元，市场份额3.10%，份额较上一年增长5.37%；客户总数1071万户，新开客户57万户；累计服务产品签约客户数50万户，实现投顾业务收入1.22亿元，同比增长67.14%。报告期内，方正证券经纪业务实现手续费净收入13.57亿元。方正证券一位高管透露，目前方正证券正逐步推进投顾、产品和服务战略，优化经纪业务收入结构。他表示，在财富管理方面，方正证券正加速高净值客户服务体系建设，为高净值客户提供独具方正证券特色的专业化财富管理服务，目前逐步形成了以“普惠+高净”双轮驱动的财富管理发展模式。在金融科技方面，方正证券自主研发的“小方”APP在7月的易观月活排名中，活跃用户数达到352.5万，在券商APP中排名行业第四。上述高管透露，金融科技作为方正证券的六大战略举措之一，除了提升客户的投资体验、推进员工展业智能化并提升管理效率以外，金融科技建设目前已经覆盖了业务类、管理及IT基础设施。值得一提的是，自营业务是推升方正证券上半年业绩增长的另一个重要因素。截至6月30日，方正证券自营业务实现营业收入6.85亿元；自营场外期权业务新增场外期权交易对手28个，名义本金规模88.45亿元。方正证券自营业务相关负责人称，方正证券目前为66只基金提供流动性服务，基金类型涵盖股票型、货币型、债券型、商品型基金，是为基金提供流动性服务数量最多的券商。据介绍，今年上半年，方正证券的自营权益投资业务通过深化产业链研究与跟踪，构建了量化的仓位管理方案，形成了稳定的策略和盈利模式，而自营固定收益业务坚持“配置+交易”的投资理念，取得了较好的投资收益和套息收入。机构业务升级ING另一方面，方正证券子公司中国民族证券上半年实现营业收入2.04亿元，完成3单IPO、3单再融资的申报工作，股权承销总规模13.58亿元，债券承销总规模231.46亿元。方正证券投行业务相关负责人认为：“这是充分发挥平台战略和协同效应的结果，我们一直致力于为客户提供一揽子资本市场解决方案。”此外，根据解决同业竞争相关要求，方正证券的新三板推荐业务已全部转移至中国民族证券，今年上半年共完成新三板推荐挂牌项目3家，完成企业定增1次。","以上文本情感极性属于积极。"
"2019-08-20 14:25:13","方正证券股份有限公司2019年度第一期短期融资券发行结果公告","证券代码：601901 证券简称：方正证券公告编号：2019-075方正证券股份有限公司2019年度第一期短期融资券发行结果公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。方正证券股份有限公司(以下简称“公司”)于2019年8月15日发行了方正证券股份有限公司2019年度第一期短期融资券，现将发行结果公告如下：本期发行短期融资券的相关文件已在以下网站刊登：1。中国货币网：http://www.chinamoney.com.cn；2。上海清算所网站：http://www.shclearing.com。特此公告。方正证券股份有限公司董事会2019年8月20日","该文本情感是中性的。"
"2019-08-20 13:48:07","方正证券股份有限公司第三届董事会第二十九次会议决议公告","证券代码：601901 证券简称：方正证券公告编号：2019-073方正证券股份有限公司第三届董事会第二十九次会议决议公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。方正证券股份有限公司(以下简称 “公司”)第三届董事会第二十九次会议于2019年8月19日以现场方式召开。现场会议设在北京市西城区丰盛胡同28号太平洋保险大厦11层会议室。本次会议的通知和会议资料于2019年8月9日以电子邮件方式发出。本次会议由董事长施华先生召集和主持，应出席董事9名，实际出席董事9名(公司独立董事吕文栋先生委托独立董事李明高先生代为出席会议并行使表决权)，公司两名监事、董事会秘书及部分高级管理人员列席了会议，监事曾毅先生已被暂停职务未列席会议。本次会议的召集、召开程序符合《公司法》、公司《章程》的有关规定。经审议，本次会议形成如下决议：一、审议通过了《方正证券股份有限公司2019年半年度报告》董事会同意公司编制的《方正证券股份有限公司2019年半年度报告》。公司《2019年半年度报告摘要》与本公告同日刊登在《中国证券报》《上海证券报》《证券时报》《证券日报》和上海证券交易所网站(http://www.sse.com.cn)。公司《2019年半年度报告》全文与本公告同日刊登在上海证券交易所网站(http://www.sse.com.cn)。表决结果：赞成9票，反对0票，弃权0票。二、审议通过了《关于确认2019年半年度计提预期信用损失的议案》董事会对公司2019年上半年计提预期信用损失予以确认，具体内容详见公司《2019年半年度报告》第五节“重要事项”。独立董事发表意见如下：本次确认计提预期信用损失是基于谨慎性原则，符合《企业会计准则第22号——金融工具确认和计量》和公司会计政策的规定，有助于真实公允地反映公司的财务状况和经营成果，决策程序符合有关法律法规的规定，不存在损害公司及全体股东特别是中小股东利益的情况。","该文本情感是中性的。"
"2019-08-20 09:49:06","方正证券股份有限公司第三届监事会第十七次会议决议公告","证券代码：601901 证券简称：方正证券公告编号：2019-074方正证券股份有限公司第三届监事会第十七次会议决议公告本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。2019年8月19日，方正证券股份有限公司(以下简称“公司”)在北京市西城区丰盛胡同28号太平洋保险大厦11层会议室召开了第三届监事会第十七次会议。本次会议的通知和会议资料于2019年8月9日以电子邮件方式发出。本次会议由监事会主席雍苹女士召集和主持，应出席监事3名，实际出席监事2名，曾毅先生已被暂停监事职务未出席会议，董事会秘书列席了会议。本次会议的召集、召开程序符合《公司法》、公司《章程》的有关规定。经审议，本次会议形成如下决议：一、审议通过了《方正证券股份有限公司2019年半年度报告》经审核，监事会认为公司2019年半年度报告的编制和审议程序符合《公司法》《证券法》及公司《章程》的规定。报告格式符合中国证监会和上海证券交易所的要求，报告内容真实、准确、完整地反映了公司本报告期内的财务状况和经营成果，不存在虚假记载、误导性陈述或重大遗漏。表决结果：赞成2票，反对0票，弃权0票。二、审议通过了《关于确认2019年半年度计提预期信用损失的议案》监事会认为，公司2019年施行《企业会计准则第22号—金融工具确认和计量》，按照会计准则规定对摊余成本计量的金融资产和公允价值计量且其变动计入其他综合收益的债务工具，于后续计量时确认并计提预期信用损失，符合公司实际情况，体现了公司会计政策的稳健、谨慎，相关决策程序符合相关法律法规的规定，不存在损害公司及全体股东特别是中小股东合法利益的情况。监事会同意公司合并层面对摊余成本计量的金融资产和公允价值计量且其变动计入其他综合收益的债务工具确认并计提信用损失。表决结果：赞成2票，反对0票，弃权0票。特此公告。","该文本情感是中性的。"
"2019-08-19 18:24:06","方正证券上半年实现净利7.63亿元 同比增长270.89%","方正证券(601901)8月19日晚间发布2019年半年度业绩报告，公司2019年上半年实现营业收入35.88亿元，同比增长55.17%；实现归属于上市公司股东的净利润7.63亿元，同比增长270.89%；基本每股收益为0.09元/股，同比增长200%。经纪业务及自营业务推升业绩表现作为方正证券的优势业务，今年上半年，方正证券经纪业务实现代理买卖证券业务净收入12.24亿元，市场份额为3.10%，份额较上一年增长5.37%；客户总数1071万户，新开客户57万户；累计服务产品签约客户数50万户，实现投顾业务收入1.22亿元，同比增长67.14%。报告期内，方正证券经纪业务实现手续费净收入13.57亿元。方正证券一位高管透露，目前方正证券正逐步推进投顾、产品和服务战略，优化经纪业务收入结构。他表示，在财富管理方面，方正证券将坚持分散客户投资风险，贯彻全面资产配置的客户服务理念，加速高净值客户服务体系建设，为高净值客户提供独具方正证券特色的专业化财富管理服务，目前逐步形成了以“普惠+高净”双轮驱动的财富管理发展模式。在自营业务方面，截至6月30日，方正证券自营业务实现营业收入6.85亿元，自营场外期权业务新增场外期权交易对手28个，名义本金规模为88.45亿元。方正证券自营业务相关负责人称，方正证券目前为66只基金提供流动性服务，基金类型涵盖股票型、货币型、债券型、商品型基金，公司目前是为基金提供流动性服务数量最多的券商。同时，该负责人表示，2019年上半年，方正证券的自营权益投资业务通过深化产业链研究与跟踪，构建了量化的仓位管理方案，形成了稳定的策略和盈利模式；自营固定收益业务坚持“配置+交易”的投资理念，取得了较好的投资收益和套息收入。机构业务持续升级半年报显示，方正证券子公司中国民族证券在报告期内实现营业收入2.04亿元，完成3单IPO、3单再融资的申报工作，股权承销总规模为13.58亿元，债券承销总规模为231.46亿元。同时，方正证券投行业务相关负责人称，在新三板业务方面，根据解决同业竞争相关要求，公司的新三板推荐业务已全部转移至中国民族证券，今年上半年共完成新三板推荐挂牌项目3家，完成企业定增1次。另外，在资产管理业务方面，截至6月30日，方正证券资产管理业务实现手续费净收入3.3亿元，受托资产总规模为2579.54亿元。其中，集合资产管理计划受托规模为373.66亿元；定向资产管理计划受托规模为1861.81亿元；专向资产管理计划受托规模为344.07亿元；主动型管理业务规模为803.2亿元，同比增长11.77%。业内人士表示，市场转好对于券商的轻资产业务是利好，但中长期而言，随着资本市场直接融资制度改革的持续深化，券商机构服务业务的类型将更加丰富，这要求券商有更强大的综合实力。该人士称，方正证券多项业务的竞争力将逐步显现。","以上文本情感极性属于积极。"
"2019-08-19 17:17:45","方正证券：上半年净利同比增270.89%","方正证券(601901)8月19日晚披露半年报，上半年营收为35.88亿元，同比增长55.17%；净利为7.63亿元，同比增长270.89%。基本每股收益0.09元。报告期，证券市场回暖带动了券商业绩增长。","该文本情感是积极的。"
"2019-08-09 20:57:18","方正证券上半年净利7.63亿元 同比增271%","8月9日，方正证券发布业绩快报称，上半年实现营收35.88亿元，同比增长55.17%；净利润7.63亿元，同比增长270.89%。方正证券表示，公司业绩增长受益于上半年股市行情回暖，公司经纪业务和自营业务收益大幅增长。","以上文本情感是积极的。"
"2019-08-09 19:03:35","方正证券业绩快报：上半年净利同比增271%","方正证券(601901)8月9日晚间发布业绩快报，上半年实现营收35.88亿元，同比增长55.17%；净利7.63亿元，同比增长270.89%。上半年，股市行情回暖，公司经纪业务和自营业务收益大幅增长。","以上文本情感是积极的。"
"2019-08-09 18:06:44","方正证券业绩快报：上半年净利同比增271%","方正证券(601901)8月9日晚间发布业绩快报，上半年实现营收35.88亿元，同比增长55.17%；净利7.63亿元，同比增长270.89%。上半年，股市行情回暖，公司经纪业务和自营业务收益大幅增长。","该文本情感是积极的。"
"2019-08-09 17:39:12","方正证券上半年净利润同比增长211.55%","8月9日晚间，方正证券发布2019年半年度业绩快报，前六个月实现营业收入35.88亿元，同比增长55.17%；归母净利润达7.63亿元，同比增长211.55%。扣非后，归母净利润达7.72亿元，同比增幅为222.52%。截至2019年6月30日，方正证券资产总额达1550.98亿元，较2018年末增长4.64%；归属于上市公司股东的所有者权益为383.25亿元，较2018年末增长1.51%。业绩快报称，2019年1-6月，得益于股市行情回暖，公司经纪业务和自营业务收益大幅增长。目前，公司各项业务平稳发展，资产结构良好，流动性较强，各项风险控制指标符合《证券公司风险控制指标管理办法》的要求。","以上文本情感是积极的。"
"2019-08-06 18:21:38","方正证券：母公司7月实现净利6028.53万元","方正证券(601901)8月6日晚间公告，方正证券(母公司)7月实现营业收入2.79亿元，净利润6028.53万元。","以上文本情感极性属于中性。"
"2019-08-02 16:43:41","方正证券：民族证券注册资本变更为8亿元","8月2日，方正证券发布公告称，民族证券已取得换发的《营业执照》，注册资本已由44.87亿元变更为8亿元。方正证券于2018年10月30日通过民族证券的净资产减资及业务整合方案，同意民族证券作为方正证券的承销保荐子公司，仅保留证券承销与保荐业务，其他各项业务全部转移至方正证券；方正证券以转移资产与负债的方式减少民族证券净资产，对应减少其实收资本和资本公积，民族证券注册资本由44.87亿元减少至8亿元。","情感倾向是中性。"
